code_postal,tr002_type_batiment_id,annee_construction,surface_habitable,consommation_energie,nom_methode_dpe,tr001_modele_dpe_id,tr006_type_usage_id,description,tr004_type_energie_id,description.1,consommation_energie_finale,annee_DPE,coordonnees,ville
92120,Appartement,2015.0,67.17,58.63,FACTURE - DPE,11,1,Chauffage,3,Gaz,127784.0,2015,"48.8152695492, 2.31739229511",Montrouge
75013,Appartement,2014.0,69.3,43.07,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,126450.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
92600,Appartement,2001.0,23.0,353.65,3CL - DPE,9,1,Chauffage,1,"Bois, Biomasse",1954.63,2014,"48.915464529, 2.28801082145",Asnières-sur-Seine
75017,Appartement,2014.0,27.08,52.28,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,176137.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
92000,Appartement,2014.0,62.8,65.29,TH_C_E,11,1,Chauffage,3,Gaz,2116.81,2014,"48.8962161446, 2.2068493546",Nanterre
94200,Appartement,2015.0,46.4,61.18,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,46770.5,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
75017,Appartement,2015.0,89.8,47.4,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,136457.3,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
95000,Appartement,2015.0,59.31,62.59,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,135753.0,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
94200,Appartement,2015.0,20.45,79.38,TH_C_E,11,1,Chauffage,4,Autres énergies,792.07,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
93600,Appartement,2012.0,39.38,57.26,TH_C_E,11,1,Chauffage,3,Gaz,738.1,2014,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
91100,Appartement,2009.0,113.0,210.0,Méthode 3CL,9,1,Chauffage,2,Electricité,6261.01,2014,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
93100,Appartement,2006.0,48.5,272.38,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,3102.65,2014,"48.8631150275, 2.44833244212",Montreuil
95130,Appartement,2014.0,62.46,67.3,FACTURE - DPE,11,1,Chauffage,3,Gaz,67424.5,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
93400,Appartement,2014.0,43.5,58.02,FACTURE - DPE,11,1,Chauffage,3,Gaz,34104.0,2014,"48.9096159679, 2.33315490092",Saint-Ouen
93400,Appartement,2014.0,75.9,55.71,FACTURE - DPE,11,1,Chauffage,3,Gaz,34104.0,2014,"48.9096159679, 2.33315490092",Saint-Ouen
95130,Appartement,2014.0,48.37,60.93,FACTURE - DPE,11,1,Chauffage,3,Gaz,49383.6,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
92120,Appartement,2005.0,85.0,196.23,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,3622.39,2016,"48.8152695492, 2.31739229511",Montrouge
75020,Appartement,2015.0,44.2,57.81,FACTURE - DPE,11,1,Chauffage,3,Gaz,7387.0,2015,"48.8634587721, 2.40123411777","Paris, Paris 20"
91100,Appartement,2006.0,42.0,217.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2285.2,2015,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
94200,Appartement,2005.0,50.0,190.68,TROIS_CL_DPE,9,1,Chauffage,2,Electricité,1568.85,2014,"48.8126036229, 2.38769451134",Ivry-sur-Seine
95130,Appartement,2007.0,63.0,230.29,3CL,22,1,Chauffage,2,Electricité,3053.83,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
93200,Appartement,2015.0,22.95,75.86,FACTURE - DPE,11,1,Chauffage,3,Gaz,54986.0,2015,"48.9296140653, 2.35920270384",Saint-Denis
94200,Appartement,2015.0,86.7,72.56,FACTURE - DPE,11,1,Chauffage,3,Gaz,20719.9,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92000,Appartement,2015.0,60.9,65.04,TH_C_E,11,1,Chauffage,3,Gaz,2368.34,2016,"48.8962161446, 2.2068493546",Nanterre
92000,Appartement,2014.0,75.37,62.59,TH_C_E,11,1,Chauffage,3,Gaz,2898.72,2015,"48.8962161446, 2.2068493546",Nanterre
91700,Appartement,2015.0,58.5,58.18,FACTURE - DPE,11,1,Chauffage,3,Gaz,109562.0,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92600,Appartement,2006.0,66.04,205.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2635.01,2016,"48.915464529, 2.28801082145",Asnières-sur-Seine
93200,Appartement,2016.0,44.21,58.18,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,41282.0,2016,"48.9296140653, 2.35920270384",Saint-Denis
91120,Appartement,2015.0,60.7,62.7,TH_C_E,11,1,Chauffage,4,Autres énergies,3805.89,2015,"48.714670201, 2.22882062662",Palaiseau
91120,Appartement,2015.0,39.08,90.53,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
93400,Appartement,2014.0,64.85,64.71,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,184000.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75019,Appartement,2015.0,91.5,64.46,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,220429.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
91120,Appartement,2015.0,85.06,69.18,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125788.0,2015,"48.714670201, 2.22882062662",Palaiseau
94200,Appartement,2015.0,20.78,79.38,TH_C_E,11,1,Chauffage,4,Autres énergies,804.85,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
91120,Appartement,2015.0,47.5,65.51,TH_C_E,11,1,Chauffage,4,Autres énergies,1550.57,2015,"48.714670201, 2.22882062662",Palaiseau
93110,Appartement,2015.0,68.88,60.48,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,111349.0,2015,"48.8745435446, 2.48670478198",Rosny-sous-Bois
91120,Appartement,2015.0,56.83,77.57,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
91700,Appartement,2015.0,45.3,80.17,FACTURE - DPE,11,1,Chauffage,3,Gaz,90222.0,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92130,Appartement,2014.0,67.3,53.55,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,131506.0,2015,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
92000,Appartement,2015.0,80.46,56.48,FACTURE - DPE,11,1,Chauffage,3,Gaz,67586.0,2015,"48.8962161446, 2.2068493546",Nanterre
91100,Appartement,2015.0,59.59,62.95,TH_BCE,11,1,Chauffage,3,Gaz,1904.96,2015,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
75019,Appartement,2015.0,81.7,58.61,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,172565.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
93110,Appartement,2015.0,16.74,82.95,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,228104.1,2015,"48.8745435446, 2.48670478198",Rosny-sous-Bois
75011,Appartement,2014.0,135.04,44.94,FACTURE - DPE,11,1,Chauffage,3,Gaz,73822.0,2014,"48.8593266337, 2.379860868049999","Paris, Paris 11"
92100,Appartement,2014.0,80.85,55.42,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,145503.0,2014,"48.8364966292, 2.23867632216",Boulogne-Billancourt
91120,Appartement,2015.0,45.25,65.34,TH_BCE,11,1,Chauffage,4,Autres énergies,1461.3,2016,"48.714670201, 2.22882062662",Palaiseau
92600,Appartement,2015.0,87.86,62.24,TH_C_E,11,1,Chauffage,3,Gaz,3097.45,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
94200,Appartement,2016.0,95.5,63.05,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,208806.0,2016,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92100,Appartement,2014.0,49.25,56.34,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,268199.0,2014,"48.8364966292, 2.23867632216",Boulogne-Billancourt
75017,Appartement,2014.0,88.67,52.94,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,176137.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
75017,Appartement,2014.0,69.84,46.52,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,176137.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
92000,Appartement,2015.0,68.4,54.56,TH_C_E,11,1,Chauffage,4,Autres énergies,2106.72,2015,"48.8962161446, 2.2068493546",Nanterre
94200,Appartement,2015.0,78.7,66.62,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,82692.8,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92400,Appartement,2014.0,43.32,84.5,FACTURE - DPE,11,1,Chauffage,2,Electricité,210039.7,2015,"48.8983884255, 2.25522376319",Courbevoie
92130,Appartement,2014.0,92.9,32.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,74903.1,2014,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
75017,Appartement,2015.0,28.09,48.32,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,110472.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
92100,Appartement,2014.0,50.03,56.34,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,268199.0,2014,"48.8364966292, 2.23867632216",Boulogne-Billancourt
75015,Appartement,2012.0,34.43,72.65,TH_C_E,11,1,Chauffage,4,Autres énergies,1666.61,2014,"48.8401714342, 2.29321693746","Paris, Paris 15"
75019,Appartement,2014.0,50.3,48.67,TH_C_E,11,1,Chauffage,4,Autres énergies,2448.11,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
92130,Appartement,2014.0,67.3,64.53,TH_C_E,11,1,Chauffage,4,Autres énergies,1846.18,2014,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
75015,Appartement,2015.0,26.6,71.15,3CL - DPE,9,1,Chauffage,4,Autres énergies,489.06,2016,"48.8401714342, 2.29321693746","Paris, Paris 15"
92000,Appartement,2015.0,64.25,71.73,FACTURE - DPE,11,1,Chauffage,3,Gaz,128243.0,2015,"48.8962161446, 2.2068493546",Nanterre
75018,Appartement,2015.0,23.3,73.6,FACTURE - DPE,11,1,Chauffage,3,Gaz,60225.0,2015,"48.892362855900004, 2.34785432498","Paris, Paris 18"
75011,Appartement,2011.0,116.95,37.31,TH_C_E,11,1,Chauffage,3,Gaz,1525.64,2015,"48.8593266337, 2.379860868049999","Paris, Paris 11"
92000,Appartement,2015.0,69.9,57.71,FACTURE - DPE,11,1,Chauffage,3,Gaz,65107.0,2015,"48.8962161446, 2.2068493546",Nanterre
75011,Appartement,2013.0,37.7,61.84,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,232965.0,2013,"48.8593266337, 2.379860868049999","Paris, Paris 11"
93400,Appartement,2016.0,70.15,35.44,FACTURE - DPE,11,1,Chauffage,3,Gaz,11885.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
75015,Appartement,2012.0,26.09,72.65,TH_C_E,11,1,Chauffage,4,Autres énergies,1262.91,2014,"48.8401714342, 2.29321693746","Paris, Paris 15"
92600,Appartement,2015.0,64.1,104.0,3CL-DPE,9,1,Chauffage,3,Gaz,4505.25,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
94200,Appartement,2014.0,37.37,64.38,FACTURE - DPE,11,1,Chauffage,3,Gaz,213961.0,2014,"48.8126036229, 2.38769451134",Ivry-sur-Seine
93600,Appartement,2014.0,82.29,66.76,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,117345.0,2014,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
75019,Appartement,2015.0,43.75,52.95,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,88135.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
93200,Appartement,2004.0,47.11,164.0,Méthode 3CL,1,1,Chauffage,2,Electricité,1002.51,2015,"48.9296140653, 2.35920270384",Saint-Denis
93300,Appartement,2006.0,64.38,118.0,Méthode 3CL,1,1,Chauffage,3,Gaz,5921.7,2013,"48.9126312095, 2.38445065454",Aubervilliers
93400,Appartement,2015.0,65.26,62.91,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,140249.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75012,Appartement,2013.0,48.0,83.65,th-CE,11,1,Chauffage,3,Gaz,2486.0,2015,"48.8347421662, 2.42053665524","Paris, Paris 12"
91120,Appartement,2015.0,26.46,111.13,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,37276.0,2015,"48.714670201, 2.22882062662",Palaiseau
75015,Appartement,2013.0,26.7,198.71,FACTURE - DPE,11,1,Chauffage,2,Electricité,91341.0,2013,"48.8401714342, 2.29321693746","Paris, Paris 15"
92100,Appartement,2015.0,42.24,67.91,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,139393.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
91120,Appartement,2015.0,67.6,56.67,FACTURE - DPE,11,1,Chauffage,3,Gaz,72677.0,2016,"48.714670201, 2.22882062662",Palaiseau
93400,Appartement,2015.0,80.9,54.72,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,67004.5,2015,"48.9096159679, 2.33315490092",Saint-Ouen
91120,Appartement,2015.0,82.01,83.44,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
92100,Appartement,2001.0,120.66,257.0,Méthode 3CL,9,1,Chauffage,2,Electricité,8906.18,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
92400,Maison,2013.0,,73.56,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,493466.0,2013,"48.8983884255, 2.25522376319",Courbevoie
94400,Appartement,2014.0,68.37,63.62,FACTURE - DPE,11,1,Chauffage,3,Gaz,39683.0,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
92000,Appartement,2015.0,29.7,64.49,TH_C_E,11,1,Chauffage,3,Gaz,949.01,2016,"48.8962161446, 2.2068493546",Nanterre
93110,Appartement,2015.0,62.0,65.92,FACTURE - DPE,11,1,Chauffage,3,Gaz,148820.0,2015,"48.8745435446, 2.48670478198",Rosny-sous-Bois
93200,Appartement,2015.0,53.43,65.2,TH_C_E,11,1,Chauffage,4,Autres énergies,1879.64,2016,"48.9296140653, 2.35920270384",Saint-Denis
75007,Appartement,2013.0,30.0,261.32,FACTURE - DPE,11,1,Chauffage,2,Electricité,35272.2,2014,"48.8561051636, 2.31254406306","Paris, Paris 07"
91120,Appartement,2015.0,77.4,76.76,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
91700,Appartement,2015.0,96.35,80.01,FACTURE - DPE,11,1,Chauffage,3,Gaz,96387.0,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
75016,Appartement,2015.0,94.85,70.92,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,40669.4,2015,"48.8603821025, 2.26201220212","Paris, Paris 16"
93300,Appartement,2014.0,90.26,53.16,TH_C_E,11,1,Chauffage,4,Autres énergies,2595.88,2014,"48.9126312095, 2.38445065454",Aubervilliers
93400,Appartement,2016.0,65.95,39.45,FACTURE - DPE,11,1,Chauffage,3,Gaz,11885.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
75011,Appartement,2011.0,64.12,49.54,TH_C_E,11,1,Chauffage,3,Gaz,1026.22,2015,"48.8593266337, 2.379860868049999","Paris, Paris 11"
92000,Appartement,2015.0,47.4,71.73,FACTURE - DPE,11,1,Chauffage,3,Gaz,128243.0,2015,"48.8962161446, 2.2068493546",Nanterre
94200,Appartement,2004.0,48.48,269.2,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,2960.21,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
95000,Appartement,2015.0,59.16,54.13,TH_C_E,11,1,Chauffage,4,Autres énergies,1630.47,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
91120,Appartement,2015.0,85.77,73.45,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
92000,Appartement,2014.0,55.7,65.29,TH_C_E,11,1,Chauffage,3,Gaz,1877.49,2014,"48.8962161446, 2.2068493546",Nanterre
75019,Appartement,2014.0,34.3,46.44,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,41833.0,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
92000,Appartement,2015.0,26.26,73.06,FACTURE - DPE,11,1,Chauffage,3,Gaz,151706.0,2015,"48.8962161446, 2.2068493546",Nanterre
93400,Appartement,2016.0,81.32,0.0,FACTURE - DPE,11,1,Chauffage,3,Gaz,31132.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
75019,Appartement,2015.0,69.5,56.49,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,79176.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
91700,Maison,2015.0,88.73,68.75,FACTURE - DPE,11,1,Chauffage,3,Gaz,4040.6,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
94200,Appartement,2016.0,43.84,63.05,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,208806.0,2016,"48.8126036229, 2.38769451134",Ivry-sur-Seine
75013,Appartement,2014.0,44.9,53.34,3CL - DPE,9,1,Chauffage,3,Gaz,1601.15,2016,"48.8283577313, 2.36214011885","Paris 13, Paris"
93300,Maison,2006.0,120.85,228.0,Méthode 3CL,1,1,Chauffage,3,Gaz,27591.47,2016,"48.9126312095, 2.38445065454",Aubervilliers
94200,Appartement,2016.0,43.3,75.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,133598.0,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92400,Appartement,2005.0,51.69,153.99,FACTURE - DPE,4,1,Chauffage,3,Gaz,7959.6,2014,"48.8983884255, 2.25522376319",Courbevoie
75019,Appartement,2014.0,85.6,56.67,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,25542.3,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
93400,Appartement,2015.0,79.4,47.3,FACTURE - DPE,11,1,Chauffage,3,Gaz,51596.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
93200,Appartement,2013.0,57.01,89.11,TROIS_CL_DPE,9,1,Chauffage,4,Autres énergies,5080.48,2014,"48.9296140653, 2.35920270384",Saint-Denis
93100,Appartement,2004.0,80.0,204.52,3CL - DPE,1,1,Chauffage,2,Electricité,3771.78,2015,"48.8631150275, 2.44833244212",Montreuil
95130,Appartement,2014.0,34.75,58.89,TH_C_E,11,1,Chauffage,3,Gaz,957.28,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
75011,Appartement,2014.0,31.02,44.94,FACTURE - DPE,11,1,Chauffage,3,Gaz,73822.0,2014,"48.8593266337, 2.379860868049999","Paris, Paris 11"
92120,Appartement,2015.0,59.85,61.03,TH_C_E,11,1,Chauffage,3,Gaz,1812.02,2015,"48.8152695492, 2.31739229511",Montrouge
93300,Appartement,2015.0,61.74,50.6,FACTURE - DPE,11,1,Chauffage,3,Gaz,19554.2,2015,"48.9126312095, 2.38445065454",Aubervilliers
93400,Appartement,2016.0,85.3,53.02,TH_C_E,11,1,Chauffage,3,Gaz,2194.33,2016,"48.9096159679, 2.33315490092",Saint-Ouen
91120,Maison,2006.0,99.48,238.32,FACTURE - DPE,11,1,Chauffage,2,Electricité,6155.0,2013,"48.714670201, 2.22882062662",Palaiseau
75017,Appartement,2014.0,44.16,43.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,176137.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
95000,Appartement,2015.0,64.4,71.93,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,180273.0,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
94400,Appartement,2006.0,68.28,130.0,Méthode 3CL,9,1,Chauffage,3,Gaz,7329.35,2014,"48.7885568869, 2.39425728394",Vitry-sur-Seine
75019,Appartement,2014.0,48.3,42.72,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,53416.0,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
92000,Appartement,2014.0,61.92,68.33,TH_C_E,11,1,Chauffage,3,Gaz,2764.08,2014,"48.8962161446, 2.2068493546",Nanterre
75012,Appartement,2014.0,25.9,61.04,FACTURE - DPE,11,1,Chauffage,3,Gaz,44059.3,2014,"48.8347421662, 2.42053665524","Paris, Paris 12"
75019,Appartement,2015.0,19.2,67.64,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,78000.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75007,Appartement,2015.0,130.43,70.77,FACTURE - DPE,11,1,Chauffage,3,Gaz,36205.2,2015,"48.8561051636, 2.31254406306","Paris, Paris 07"
93400,Appartement,2015.0,65.84,60.5,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,99205.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75015,Appartement,2015.0,65.9,34.13,TH_C_E,11,1,Chauffage,4,Autres énergies,817.7,2015,"48.8401714342, 2.29321693746","Paris, Paris 15"
75019,Appartement,2015.0,48.2,61.21,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,237518.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
95130,Appartement,2015.0,63.6,76.41,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236474.0,2015,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
93400,Appartement,2015.0,78.24,54.15,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,123301.6,2015,"48.9096159679, 2.33315490092",Saint-Ouen
94200,Appartement,2016.0,47.91,44.62,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,46571.1,2016,"48.8126036229, 2.38769451134",Ivry-sur-Seine
95000,Appartement,2015.0,87.4,59.46,TH_C_E,11,1,Chauffage,4,Autres énergies,2889.1,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
93400,Appartement,2015.0,50.71,71.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,140466.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
94400,Appartement,2014.0,85.04,63.06,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,184464.0,2014,"48.7885568869, 2.39425728394",Vitry-sur-Seine
94200,Appartement,2015.0,20.56,79.38,TH_C_E,11,1,Chauffage,4,Autres énergies,796.33,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
93200,Appartement,2006.0,43.0,196.0,Méthode 3CL,1,1,Chauffage,2,Electricité,1995.87,2014,"48.9296140653, 2.35920270384",Saint-Denis
93400,Appartement,2015.0,87.02,57.9,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,123301.6,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75019,Appartement,2015.0,25.71,44.94,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,238545.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75019,Appartement,2015.0,99.6,62.7,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,72209.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75019,Appartement,2015.0,64.14,52.95,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,88135.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75019,Appartement,2015.0,68.52,52.95,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,88135.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
93400,Appartement,2015.0,47.05,53.78,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,119824.8,2015,"48.9096159679, 2.33315490092",Saint-Ouen
95000,Appartement,2015.0,77.94,54.13,TH_C_E,11,1,Chauffage,4,Autres énergies,2148.05,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
93100,Appartement,2014.0,25.35,71.98,TH_C_E,11,1,Chauffage,3,Gaz,854.91,2014,"48.8631150275, 2.44833244212",Montreuil
94400,Appartement,2014.0,64.48,65.51,FACTURE - DPE,11,1,Chauffage,3,Gaz,39683.0,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
75019,Appartement,2015.0,20.9,41.09,FACTURE - DPE,11,1,Chauffage,3,Gaz,49768.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
91120,Appartement,2015.0,103.4,72.12,TH_BCE,11,1,Chauffage,3,Gaz,2497.79,2016,"48.714670201, 2.22882062662",Palaiseau
95130,Appartement,2015.0,60.95,61.59,TH_C_E,11,1,Chauffage,3,Gaz,1852.08,2015,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
93600,Appartement,2014.0,47.8,62.49,FACTURE - DPE,11,1,Chauffage,3,Gaz,129808.0,2014,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
95130,Appartement,2014.0,61.34,59.67,FACTURE - DPE,11,1,Chauffage,3,Gaz,53291.2,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
94400,Appartement,2014.0,58.7,65.65,TH_C_E,11,1,Chauffage,3,Gaz,2466.16,2014,"48.7885568869, 2.39425728394",Vitry-sur-Seine
92600,Appartement,2014.0,83.09,57.49,TH_C_E,11,1,Chauffage,3,Gaz,3146.11,2014,"48.915464529, 2.28801082145",Asnières-sur-Seine
92130,Appartement,2006.0,56.06,157.0,Méthode 3CL,9,1,Chauffage,2,Electricité,1159.83,2014,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
75015,Appartement,2015.0,109.25,159.1,FACTURE - DPE,11,1,Chauffage,2,Electricité,16550.0,2015,"48.8401714342, 2.29321693746","Paris, Paris 15"
92600,Appartement,2003.0,29.05,278.55,3CL - DPE,1,1,Chauffage,2,Electricité,1695.67,2013,"48.915464529, 2.28801082145",Asnières-sur-Seine
75015,Appartement,2015.0,36.3,178.34,FACTURE - DPE,11,1,Chauffage,2,Electricité,37320.0,2015,"48.8401714342, 2.29321693746","Paris, Paris 15"
75010,Maison,2015.0,99.0,66.22,FACTURE - DPE,11,1,Chauffage,3,Gaz,3501.0,2015,"48.8759734307, 2.36068494701","Paris, Paris 10"
95000,Maison,2015.0,193.88,33.8,FACTURE - DPE,11,1,Chauffage,2,Electricité,1533.0,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
75019,Appartement,2001.0,42.0,171.0,Méthode 3CL,9,1,Chauffage,2,Electricité,1533.87,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
93200,Appartement,2015.0,89.74,50.95,FACTURE - DPE,11,1,Chauffage,3,Gaz,21989.0,2015,"48.9296140653, 2.35920270384",Saint-Denis
75011,Appartement,2011.0,66.73,41.15,TH_C_E,11,1,Chauffage,3,Gaz,550.47,2015,"48.8593266337, 2.379860868049999","Paris, Paris 11"
92100,Appartement,2015.0,120.54,62.49,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,223759.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
