code_postal,tr002_type_batiment_id,annee_construction,surface_habitable,consommation_energie,nom_methode_dpe,tr001_modele_dpe_id,tr006_type_usage_id,description,tr004_type_energie_id,description.1,consommation_energie_finale,annee_DPE,coordonnees,ville
91700,Appartement,2003.0,23.0,418.99,3CL - DPE,1,1,Chauffage,2,Electricité,2441.26,2014,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92000,Appartement,2007.0,18.16,393.29,3CL - DPE,1,1,Chauffage,2,Electricité,1677.39,2013,"48.8962161446, 2.2068493546",Nanterre
92120,Appartement,2015.0,77.65,68.88,FACTURE - DPE,11,1,Chauffage,3,Gaz,42502.0,2015,"48.8152695492, 2.31739229511",Montrouge
95130,Appartement,2014.0,59.59,58.89,TH_C_E,11,1,Chauffage,3,Gaz,1641.57,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
91120,Appartement,2015.0,57.3,69.3,TH_BCE,11,1,Chauffage,4,Autres énergies,2198.28,2016,"48.714670201, 2.22882062662",Palaiseau
75017,Appartement,2014.0,44.53,43.91,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,176137.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
75019,Appartement,2015.0,89.5,59.4,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,105617.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
92100,Appartement,2015.0,19.8,38.8,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,158012.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
91700,Appartement,2015.0,58.5,54.39,FACTURE - DPE,11,1,Chauffage,3,Gaz,109562.0,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92130,Appartement,2013.0,54.7,24.78,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,61534.6,2013,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
91700,Appartement,2008.0,60.0,228.56,3CL - DPE,1,1,Chauffage,2,Electricité,2583.08,2013,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
94200,Appartement,2015.0,21.06,79.38,TH_C_E,11,1,Chauffage,4,Autres énergies,815.69,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
95000,Appartement,2014.0,65.11,54.37,TH_C_E,11,1,Chauffage,4,Autres énergies,1888.93,2014,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
93200,Appartement,2006.0,66.14,302.0,Méthode 3CL,9,1,Chauffage,2,Electricité,5348.14,2015,"48.9296140653, 2.35920270384",Saint-Denis
93100,Appartement,2014.0,34.2,67.32,TH_C_E,11,1,Chauffage,3,Gaz,1061.41,2014,"48.8631150275, 2.44833244212",Montreuil
75017,Appartement,2014.0,29.8,48.87,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,176137.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
93400,Appartement,2015.0,59.3,39.27,FACTURE - DPE,11,1,Chauffage,3,Gaz,51596.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
92000,Appartement,2015.0,107.13,59.03,FACTURE - DPE,11,1,Chauffage,3,Gaz,63401.0,2015,"48.8962161446, 2.2068493546",Nanterre
75019,Appartement,2015.0,106.4,59.4,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,105617.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
91120,Appartement,2015.0,29.9,60.82,FACTURE - DPE,11,1,Chauffage,3,Gaz,95233.0,2016,"48.714670201, 2.22882062662",Palaiseau
75018,Appartement,2006.0,28.58,209.0,Méthode 3CL,9,1,Chauffage,2,Electricité,892.61,2013,"48.892362855900004, 2.34785432498","Paris, Paris 18"
75015,Appartement,2006.0,87.0,121.0,Méthode 3CL,9,1,Chauffage,2,Electricité,1349.78,2013,"48.8401714342, 2.29321693746","Paris, Paris 15"
93110,Appartement,2014.0,105.65,59.61,FACTURE - DPE,11,1,Chauffage,3,Gaz,151401.0,2014,"48.8745435446, 2.48670478198",Rosny-sous-Bois
93400,Appartement,2015.0,43.3,71.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,140466.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75011,Appartement,2011.0,44.5,49.95,TH_C_E,11,1,Chauffage,3,Gaz,490.71,2015,"48.8593266337, 2.379860868049999","Paris, Paris 11"
93200,Appartement,2013.0,79.25,116.17,FACTURE - DPE,11,1,Chauffage,3,Gaz,113046.0,2013,"48.9296140653, 2.35920270384",Saint-Denis
92300,Appartement,2015.0,93.6,60.88,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,76657.0,2015,"48.8951336953, 2.28682447096",Levallois-Perret
95000,Appartement,2016.0,66.54,48.33,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,60627.0,2016,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
94400,Appartement,2014.0,76.33,68.34,FACTURE - DPE,11,1,Chauffage,3,Gaz,103904.0,2014,"48.7885568869, 2.39425728394",Vitry-sur-Seine
91700,Appartement,2001.0,61.46,118.0,Méthode 3CL,1,1,Chauffage,3,Gaz,5574.11,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92100,Appartement,2014.0,66.65,55.42,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,145503.0,2014,"48.8364966292, 2.23867632216",Boulogne-Billancourt
91120,Appartement,2015.0,120.21,60.64,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,20821.3,2015,"48.714670201, 2.22882062662",Palaiseau
93100,Appartement,2009.0,39.0,206.4,3CL - DPE,9,1,Chauffage,3,Gaz,6259.89,2013,"48.8631150275, 2.44833244212",Montreuil
92000,Appartement,2015.0,94.7,48.21,TH_C_E,11,1,Chauffage,4,Autres énergies,3002.94,2015,"48.8962161446, 2.2068493546",Nanterre
91700,Appartement,2015.0,84.2,79.59,FACTURE - DPE,11,1,Chauffage,3,Gaz,96387.0,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
93300,Appartement,2014.0,68.78,66.14,TH_C_E,11,1,Chauffage,3,Gaz,2194.14,2014,"48.9126312095, 2.38445065454",Aubervilliers
93400,Appartement,2013.0,22.56,62.27,TH_C_E,11,1,Chauffage,4,Autres énergies,912.55,2015,"48.9096159679, 2.33315490092",Saint-Ouen
92120,Appartement,2015.0,79.0,60.79,FACTURE - DPE,11,1,Chauffage,3,Gaz,38082.0,2015,"48.8152695492, 2.31739229511",Montrouge
94400,Appartement,2001.0,45.0,307.35,3CL,22,1,Chauffage,2,Electricité,3243.48,2013,"48.7885568869, 2.39425728394",Vitry-sur-Seine
93100,Appartement,2014.0,37.75,71.98,TH_C_E,11,1,Chauffage,3,Gaz,1273.1,2014,"48.8631150275, 2.44833244212",Montreuil
75016,Appartement,2012.0,66.06,44.93,TH_C_E,11,1,Chauffage,3,Gaz,1292.86,2014,"48.8603821025, 2.26201220212","Paris, Paris 16"
93100,Maison,2005.0,111.4,138.34,TROIS_CL_DPE,1,1,Chauffage,3,Gaz,12440.87,2014,"48.8631150275, 2.44833244212",Montreuil
93600,Appartement,2014.0,51.9,62.49,FACTURE - DPE,11,1,Chauffage,3,Gaz,129808.0,2014,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
75019,Appartement,2015.0,32.8,70.7,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,78000.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
92000,Appartement,2009.0,63.07,204.17,TROIS_CL_DPE,9,1,Chauffage,2,Electricité,2626.34,2014,"48.8962161446, 2.2068493546",Nanterre
93200,Appartement,2007.0,66.0,191.44,3CL - DPE,1,1,Chauffage,1,"Bois, Biomasse",2581.93,2015,"48.9296140653, 2.35920270384",Saint-Denis
75011,Appartement,2015.0,76.0,41.42,FACTURE - DPE,11,1,Chauffage,3,Gaz,19568.5,2015,"48.8593266337, 2.379860868049999","Paris, Paris 11"
94400,Appartement,2014.0,72.54,67.06,TH_BCE,11,1,Chauffage,3,Gaz,2421.2,2014,"48.7885568869, 2.39425728394",Vitry-sur-Seine
93100,Appartement,2006.0,43.0,191.97,3CL - DPE,9,1,Chauffage,3,Gaz,6262.08,2014,"48.8631150275, 2.44833244212",Montreuil
92600,Appartement,2015.0,24.9,58.37,FACTURE - DPE,11,1,Chauffage,3,Gaz,32713.0,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
75019,Appartement,2001.0,46.98,217.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2108.75,2013,"48.8868704923, 2.38465309568","Paris, Paris 19"
95130,Appartement,2010.0,37.73,228.41,3CL - DPE,9,1,Chauffage,2,Electricité,1470.52,2016,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
92130,Appartement,2014.0,82.01,54.78,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,91906.0,2014,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
94400,Appartement,2015.0,84.4,67.56,FACTURE - DPE,11,1,Chauffage,3,Gaz,90700.0,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
92600,Appartement,2015.0,80.43,62.24,TH_C_E,11,1,Chauffage,3,Gaz,2835.51,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
93300,Appartement,2015.0,75.27,65.21,TH_BCE,11,1,Chauffage,3,Gaz,2715.25,2015,"48.9126312095, 2.38445065454",Aubervilliers
75013,Appartement,2007.0,82.02,190.26,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,3134.5,2013,"48.8283577313, 2.36214011885","Paris 13, Paris"
75013,Appartement,2014.0,96.6,54.6,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,78349.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
93400,Appartement,2013.0,43.32,61.43,TH_C_E,11,1,Chauffage,4,Autres énergies,1307.11,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75018,Appartement,2013.0,105.02,153.0,Méthode 3CL,1,1,Chauffage,2,Electricité,4208.69,2015,"48.892362855900004, 2.34785432498","Paris, Paris 18"
93200,Appartement,2014.0,67.04,49.46,FACTURE - DPE,11,1,Chauffage,3,Gaz,54017.5,2014,"48.9296140653, 2.35920270384",Saint-Denis
92000,Appartement,2014.0,61.9,64.65,TH_C_E,11,1,Chauffage,3,Gaz,2444.98,2015,"48.8962161446, 2.2068493546",Nanterre
75012,Appartement,2006.0,90.67,151.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2892.77,2015,"48.8347421662, 2.42053665524","Paris, Paris 12"
92400,Appartement,2014.0,17.39,68.73,FACTURE - DPE,11,1,Chauffage,2,Electricité,195354.5,2014,"48.8983884255, 2.25522376319",Courbevoie
93110,Appartement,2014.0,80.1,55.38,FACTURE - DPE,11,1,Chauffage,3,Gaz,61280.0,2014,"48.8745435446, 2.48670478198",Rosny-sous-Bois
94200,Appartement,2015.0,41.2,51.94,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,245691.0,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
93200,Appartement,2015.0,19.5,75.86,FACTURE - DPE,11,1,Chauffage,3,Gaz,54986.0,2015,"48.9296140653, 2.35920270384",Saint-Denis
94400,Appartement,2015.0,62.81,52.28,TH_C_E,11,1,Chauffage,4,Autres énergies,2224.2,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
94200,Appartement,2016.0,81.15,44.62,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,46571.1,2016,"48.8126036229, 2.38769451134",Ivry-sur-Seine
91700,Maison,2015.0,387.79,64.48,FACTURE - DPE,11,1,Chauffage,3,Gaz,14210.9,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
94400,Appartement,2015.0,54.8,83.31,FACTURE - DPE,11,1,Chauffage,3,Gaz,90700.0,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
91120,Appartement,2015.0,50.99,98.52,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
95000,Appartement,2015.0,66.08,62.59,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,135753.0,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
75015,Appartement,2009.0,92.82,189.81,3CL - DPE,1,1,Chauffage,2,Electricité,3673.75,2015,"48.8401714342, 2.29321693746","Paris, Paris 15"
91700,Appartement,2014.0,73.3,65.13,FACTURE - DPE,11,1,Chauffage,3,Gaz,70902.0,2014,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
91700,Appartement,2016.0,61.67,54.12,FACTURE - DPE,11,1,Chauffage,3,Gaz,63783.0,2016,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92120,Appartement,2001.0,44.26,219.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2475.96,2014,"48.8152695492, 2.31739229511",Montrouge
75012,Appartement,2014.0,25.2,61.04,FACTURE - DPE,11,1,Chauffage,3,Gaz,44059.3,2014,"48.8347421662, 2.42053665524","Paris, Paris 12"
91700,Appartement,2004.0,80.0,198.0,Méthode 3CL,1,1,Chauffage,2,Electricité,4355.54,2014,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92300,Appartement,2015.0,84.3,60.88,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,76657.0,2015,"48.8951336953, 2.28682447096",Levallois-Perret
92400,Appartement,2003.0,72.0,270.4,3CL - DPE,1,1,Chauffage,1,"Bois, Biomasse",5157.13,2013,"48.8983884255, 2.25522376319",Courbevoie
94200,Appartement,2015.0,20.61,79.38,TH_C_E,11,1,Chauffage,4,Autres énergies,798.26,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
75019,Appartement,2015.0,50.29,58.61,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,172565.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
95000,Appartement,2015.0,51.1,71.93,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,180273.0,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
92130,Appartement,2014.0,46.71,56.26,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,72905.0,2014,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
94200,Appartement,2015.0,81.26,65.64,TH_C_E,11,1,Chauffage,4,Autres énergies,3187.23,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
94200,Appartement,2016.0,70.0,80.19,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,34123.0,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
93100,Appartement,2015.0,115.06,37.52,FACTURE - DPE,11,1,Chauffage,3,Gaz,13779.0,2015,"48.8631150275, 2.44833244212",Montreuil
75019,Appartement,2014.0,26.3,13.66,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,69546.7,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
75013,Appartement,2014.0,89.5,45.75,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,126450.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
92400,Appartement,2005.0,70.51,122.75,FACTURE - DPE,2,1,Chauffage,4,Autres énergies,8654.9,2015,"48.8983884255, 2.25522376319",Courbevoie
93400,Appartement,2015.0,73.98,71.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,140466.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
91700,Appartement,2014.0,42.69,55.09,FACTURE - DPE,11,1,Chauffage,3,Gaz,42722.0,2014,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
91700,Appartement,2014.0,50.49,63.85,FACTURE - DPE,11,1,Chauffage,3,Gaz,44715.0,2014,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
93400,Appartement,2001.0,69.33,166.0,Méthode 3CL,1,1,Chauffage,2,Electricité,1731.57,2015,"48.9096159679, 2.33315490092",Saint-Ouen
91700,Appartement,2014.0,63.7,70.69,FACTURE - DPE,11,1,Chauffage,3,Gaz,11574.0,2014,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92400,Appartement,2014.0,58.07,73.84,FACTURE - DPE,11,1,Chauffage,2,Electricité,195354.5,2014,"48.8983884255, 2.25522376319",Courbevoie
92000,Appartement,2015.0,62.47,73.06,FACTURE - DPE,11,1,Chauffage,3,Gaz,151706.0,2015,"48.8962161446, 2.2068493546",Nanterre
92400,Appartement,2014.0,17.01,71.55,FACTURE - DPE,11,1,Chauffage,2,Electricité,210039.7,2015,"48.8983884255, 2.25522376319",Courbevoie
95130,Appartement,2015.0,39.01,71.59,FACTURE - DPE,11,1,Chauffage,3,Gaz,84916.0,2015,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
75007,Appartement,2006.0,60.09,182.61,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,1838.16,2015,"48.8561051636, 2.31254406306","Paris, Paris 07"
75013,Appartement,2014.0,78.7,42.04,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,126450.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
91100,Maison,2013.0,87.93,212.84,FACTURE - DPE,11,1,Chauffage,2,Electricité,4482.0,2013,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
75020,Appartement,2001.0,53.72,225.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2474.64,2014,"48.8634587721, 2.40123411777","Paris, Paris 20"
75020,Appartement,2013.0,59.17,260.97,3CL - DPE,1,1,Chauffage,2,Electricité,3675.17,2014,"48.8634587721, 2.40123411777","Paris, Paris 20"
92100,Appartement,2015.0,43.96,67.91,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,139393.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
92600,Appartement,2015.0,82.55,84.64,3CL-DPE,9,1,Chauffage,3,Gaz,4595.44,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
95000,Appartement,2014.0,44.81,59.1,TH_C_E,11,1,Chauffage,4,Autres énergies,1544.5,2014,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
91700,Appartement,2015.0,38.39,63.0,TH_C_E,11,1,Chauffage,3,Gaz,1064.88,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
93300,Appartement,2006.0,75.51,197.0,Méthode 3CL,9,1,Chauffage,2,Electricité,3149.28,2015,"48.9126312095, 2.38445065454",Aubervilliers
75016,Appartement,2006.0,114.9,136.0,Méthode 3CL,1,1,Chauffage,2,Electricité,3956.23,2014,"48.8603821025, 2.26201220212","Paris, Paris 16"
92000,Appartement,2014.0,46.39,65.04,TH_C_E,11,1,Chauffage,3,Gaz,1990.74,2014,"48.8962161446, 2.2068493546",Nanterre
75019,Appartement,2015.0,106.21,54.37,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,126232.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75018,Appartement,2016.0,94.0,52.35,FACTURE - DPE,11,1,Chauffage,3,Gaz,32204.0,2016,"48.892362855900004, 2.34785432498","Paris, Paris 18"
93200,Appartement,2013.0,66.34,72.18,TROIS_CL_DPE,9,1,Chauffage,3,Gaz,4788.7,2014,"48.9296140653, 2.35920270384",Saint-Denis
91700,Maison,2015.0,79.2,63.44,th-CE,11,1,Chauffage,3,Gaz,2486.48,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
94400,Appartement,2014.0,59.88,63.06,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,184464.0,2014,"48.7885568869, 2.39425728394",Vitry-sur-Seine
93200,Appartement,2015.0,63.5,55.04,FACTURE - DPE,11,1,Chauffage,3,Gaz,29179.0,2015,"48.9296140653, 2.35920270384",Saint-Denis
92100,Appartement,2015.0,42.18,67.91,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,139393.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
75015,Appartement,2012.0,30.07,72.65,TH_C_E,11,1,Chauffage,4,Autres énergies,1455.56,2014,"48.8401714342, 2.29321693746","Paris, Paris 15"
91120,Appartement,2015.0,44.1,56.67,FACTURE - DPE,11,1,Chauffage,3,Gaz,72677.0,2016,"48.714670201, 2.22882062662",Palaiseau
92130,Appartement,2013.0,41.6,29.5,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,61534.6,2013,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
93110,Appartement,2014.0,44.45,59.61,FACTURE - DPE,11,1,Chauffage,3,Gaz,151401.0,2014,"48.8745435446, 2.48670478198",Rosny-sous-Bois
75016,Appartement,2015.0,67.37,65.12,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,60477.4,2015,"48.8603821025, 2.26201220212","Paris, Paris 16"
91120,Appartement,2015.0,41.09,67.53,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,37276.0,2015,"48.714670201, 2.22882062662",Palaiseau
92600,Appartement,2006.0,41.73,158.0,Méthode 3CL,1,1,Chauffage,2,Electricité,1311.66,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
92400,Appartement,2014.0,28.26,70.09,FACTURE - DPE,11,1,Chauffage,2,Electricité,195354.5,2014,"48.8983884255, 2.25522376319",Courbevoie
95130,Appartement,2014.0,38.3,58.89,TH_C_E,11,1,Chauffage,3,Gaz,1055.08,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
93400,Appartement,2006.0,42.0,189.1,TROIS_CL_DPE,9,1,Chauffage,2,Electricité,1063.72,2015,"48.9096159679, 2.33315490092",Saint-Ouen
93110,Appartement,2015.0,49.65,70.78,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,111349.0,2015,"48.8745435446, 2.48670478198",Rosny-sous-Bois
93100,Appartement,2008.0,18.0,215.58,3CL-DPE,9,1,Chauffage,2,Electricité,921.15,2015,"48.8631150275, 2.44833244212",Montreuil
94200,Appartement,2014.0,45.3,65.79,FACTURE - DPE,11,1,Chauffage,3,Gaz,98896.0,2014,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92000,Appartement,2014.0,85.28,64.65,TH_C_E,11,1,Chauffage,3,Gaz,3368.46,2015,"48.8962161446, 2.2068493546",Nanterre
75019,Appartement,2015.0,45.1,57.25,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,157757.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
92600,Appartement,2001.0,39.71,228.0,Méthode 3CL,1,1,Chauffage,2,Electricité,1667.63,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
93600,Appartement,2014.0,75.77,71.09,FACTURE - DPE,11,1,Chauffage,3,Gaz,112138.0,2014,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
75013,Appartement,2014.0,75.85,38.3,TH_C_E,11,1,Chauffage,4,Autres énergies,1591.33,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
93300,Appartement,2014.0,41.06,67.53,FACTURE - DPE,11,1,Chauffage,3,Gaz,66930.0,2014,"48.9126312095, 2.38445065454",Aubervilliers
92300,Appartement,2006.0,48.71,198.0,Méthode 3CL,1,1,Chauffage,2,Electricité,993.17,2015,"48.8951336953, 2.28682447096",Levallois-Perret
93600,Appartement,2014.0,47.1,62.49,FACTURE - DPE,11,1,Chauffage,3,Gaz,129808.0,2014,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
95000,Maison,2002.0,167.1,115.3,TROIS_CL_DPE,1,1,Chauffage,3,Gaz,15673.93,2014,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
75017,Appartement,2015.0,68.6,45.08,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,84262.5,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
75019,Appartement,2006.0,86.0,147.42,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,2538.55,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
95130,Maison,2013.0,80.26,66.49,FACTURE - DPE,11,1,Chauffage,3,Gaz,3120.0,2013,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
93300,Appartement,2014.0,35.22,68.04,FACTURE - DPE,11,1,Chauffage,3,Gaz,152907.0,2014,"48.9126312095, 2.38445065454",Aubervilliers
75015,Appartement,2005.0,113.9,124.48,3CL-DPE,9,1,Chauffage,2,Electricité,2834.1,2016,"48.8401714342, 2.29321693746","Paris, Paris 15"
92400,Appartement,2014.0,28.14,86.81,FACTURE - DPE,11,1,Chauffage,2,Electricité,210039.7,2015,"48.8983884255, 2.25522376319",Courbevoie
92600,Appartement,2003.0,101.07,174.0,Méthode 3CL,1,1,Chauffage,2,Electricité,3858.2,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
95000,Appartement,2014.0,42.7,61.71,FACTURE - DPE,11,1,Chauffage,3,Gaz,49718.7,2014,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
95130,Appartement,2014.0,34.83,58.89,TH_C_E,11,1,Chauffage,3,Gaz,959.49,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
93300,Appartement,2014.0,87.45,67.53,FACTURE - DPE,11,1,Chauffage,3,Gaz,66930.0,2014,"48.9126312095, 2.38445065454",Aubervilliers
91100,Maison,2013.0,101.78,43.38,FACTURE - DPE,11,1,Chauffage,3,Gaz,2714.0,2014,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
75013,Appartement,2014.0,74.3,50.93,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,126450.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
75011,Appartement,2014.0,21.24,44.94,FACTURE - DPE,11,1,Chauffage,3,Gaz,73822.0,2014,"48.8593266337, 2.379860868049999","Paris, Paris 11"
93110,Appartement,2014.0,38.9,59.61,FACTURE - DPE,11,1,Chauffage,3,Gaz,151401.0,2014,"48.8745435446, 2.48670478198",Rosny-sous-Bois
93400,Appartement,2015.0,27.49,66.37,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,208499.8,2015,"48.9096159679, 2.33315490092",Saint-Ouen
95000,Appartement,2015.0,79.01,55.87,TH_C_E,11,1,Chauffage,4,Autres énergies,2582.55,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
75017,Appartement,2015.0,42.7,45.58,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,136457.3,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
95000,Appartement,2006.0,53.37,225.0,Méthode 3CL,9,1,Chauffage,2,Electricité,1414.78,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
94400,Appartement,2015.0,108.23,184.1,3CL,1,1,Chauffage,2,Electricité,4989.72,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
93200,Appartement,2013.0,48.54,72.18,TROIS_CL_DPE,9,1,Chauffage,3,Gaz,3503.82,2014,"48.9296140653, 2.35920270384",Saint-Denis
